name,company,city,salary,exp,edu,details
C++ 开发,上海易立德,深圳,12-20K,3-5年,大专,"职责描述：
1、参与项目软件需求分析和软件概要设计；
2、进行软件详细设计和编码实现，确保软件模块开发进度；
3、开发和维护统一的软件开发架构，发现和解决存在的软件设计问题；
4、按软件工程流程编写和提交设计文件和相关文档。
任职要求：
1. 具有3年以上C++编程经验，精通QT框架。
2. 深入理解QT底层实现机制，熟练掌握QT框架、布局、绘图、自定义控件，精通QT在Windows和Mac下界面开发调试；。
3. 熟练使用常见数据结构，熟悉队列、消息、多线程、网络编程、串口编程等技术的应用。
4. 熟悉JSON、XML、HTML等描述语言生成与解析
5. 熟练掌握面向对象思想，具备一定系统分析和设计能力。
6. 熟悉QT在不同平台之间的移植。
7. 拥有扎实的c++基础，精通指针、封装、继承、多态、模板、STL。
8. 有责任心,积极进取；有较强的文字表达、文档撰写、沟通协调能力；有团队协作精神；
9. 工作积极主动，善于沟通、表达，有团队协作精神，有独自解决问题的能力，能够承受一定工作压力
                            "
C++,软通动力,深圳,10-15K·13薪,1-3年,本科,"面试职位：软件开发工程师
控制器项目：人工智能项目
岗位要求：5人
1.一年以上相关工作经验，linux系统 C++开发；
2.本科以上学历，211有工作经验的可放宽至应届；
3.良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的开发经验；
4.能够承受工作压力，责任心强，工作踏实，有团队协作精神；
另外，南山腾讯业务缺口！待遇私聊！
目前我们在Java开发（几百个缺口），大数据开发，大数据分析，安卓开发，C语言开发，C++语言开发，C#，BA需求分析师，BI数据分析师，UI设计，SE，UE，运维工程师，J2EE,前端开发，PM,PL，软件测试，硬件测试，功能测试，自动化测试，性能测试，安全测试，，，等等岗位，我们的硬性要求是学历学信网必须可查，希望满足条件的朋友们，加入我们！希望有怀揣着梦想的你加入我们，我们能给你平台，给你发展，有意向的可以联系加我微信号mike1021993253，或者简历直接发我邮箱：*****
软通动力华为业务是项目外包模式的，在软通动力自己场地办公
                            "
C++,腾讯,深圳,20-40K,经验不限,本科,"1.搜索业务c++后台开发
2.搜索服务框架设计，搜索相关功能开发，搜索业务需求开发
                            "
C++主程,爱玩绿林,深圳,25-40K,5-10年,本科,"后端主程，大型MMO经验优先
任职要求：
1、有扎实的c/c++、数据库、数据结构、算法基础，面向对象编程；
2、本科及以上学历，计算机软件或者软件工程相关学历；
3、熟悉lua脚本，熟悉PHP语言更佳，不做强求
4、精通Linux开发、调试环境，熟悉网络，多线程开发；
5、5年以上游戏服务器行业经验，3年以上后端开发经验
6、预备了原始股和一手项目分红
岗位职责：
1、根据游戏设计文档，搭建服务器框架结构，编写重要功能模块；
2、制定服务器团队工作标准，对研发项目的交付时间、质量负责
                            "
C++,英特维科技(深圳...,深圳,15-23K,3-5年,本科,"工作要求：
熟悉QT，QML，VS；
有至少3年C++开发经验；
熟悉多线程、工业相机驱动和采集；
有运动控制经验优先；
有标准设备软件开发经验优先。
工作内容：
负责标准设备软件开发与维护；
负责软件流程图等说明文件撰写；
负责设计软件测试用例；
负责软件测试报告的撰写；
                            "
C++软件工程师,北辰德科技,深圳,10-15K,1-3年,本科,"岗位职责：
1、 客户需求分析，软件可行性分析。
2、 VC软件的设计、开发、测试、发布。
3、 VC软件的客户环境上线调试、测试、故障分析处理。
4、 软件相关设计文档、使用手册的编写。
5、完成上级领导交待的其它工作。
任职资格：
1、本科及以上学历，计算机、应用数学等相关专业。
2、扎实的计算机软件开发知识基础，熟练使用C++开发语言，有面向对象开发经验，开发模式经验；
3、熟悉软件工程、Windows操作系统、版本管理工具。
4、熟悉Windows开发，熟悉Windows消息处理机制，熟练使用微软Visual C++ 系列开发工具，会开发简单的界面应用程序。
5、熟悉串口、USB、网络通讯编程。
6、具备一定的软件测试知识和技能。
7、良好的英文阅读能力和文档编写能力。
                            "
C++软件工程师,道通科技,深圳,15-28K,经验不限,本科,"岗位职责：
1. 根据诊断软件研发设计工作计划及任务分工，开展软件研发编码工作，并进行调试优化(VC,VS环境)；
2. 参与诊断软件的迭代升级工作，提出改进建议和方案；
3. 分析诊断软件业务逻辑，编写软件研发设计的协议文档；
4. 及时解决研发过程中的技术问题。
任职要求：
1、计算机科学、计算机工程或电子信息工程或相关专业本科以上学历，英语四级或以上； 
2、能熟练使用示波器； 
3、精通C、C++语言，熟悉VC编程环境，具有一定的GUI编程经验； 
4、对汽车诊断协议或其它通讯协议有一定了解者优先；有逆向经验且条件特别优秀的非汽车行业人员亦可；
5、有2-3年或以上软件开发相关经验者优先，具有较强的逻辑思维能力，能独力解决工作中的问题和难点； 
6、有较好地团队合作和吃苦耐劳的精神，能承受较强的工作压力，虚心好学、事业心强。
                            "
C++,OPPO,深圳,20-40K,3-5年,本科,"Linux c/c++工程师（安全平台）
岗位职责：
1.负责OPPO互联网安全体系平台设计和开发
2.负责分布式web应用防火墙系统、主机入侵检测系统、业务人机挑战系统设计和开发 
任职资格： 	
1. 精通Linux C/C++开发，至少5年以上开发经验
2. 精通TCP/IP协议,Http/tcp/UDP/dns等协议，Socket编程，并发编程，异步编程等
3. 良好的团队合作能力，善于沟通，热爱安全领域技术
4. 具备良好的学习能力和分析解决问题能力，责任心强；
优先条件：
1. 有Nginx模块开发或Lua模块开发经验
2. 有安全平台系统开发经验, WAF/IDS/IPS/DDOS等
3. 有go 语言相关开发经验
                            "
资深C++,趣丸,深圳,25-50K,5-10年,本科,"岗位职责：
1、参与高性能、高扩展、高稳定的TT平台各种服务器的架构不断升级优化；
2、负责核心TT平台相关大型分布式后端业务系统研发；
3、支持在线大流量高并发系统设计；
4、对系统开发过程中的问题进行分析和改进；
任职要求：
1、擅长C++服务架构设计与开发，5年以上工作经验；
2、熟悉Linux下多线程、网络编程、内存管理等；
3、有高并发分布式服务器开发经验优先；
4、热爱互联网，对探索未知领域有浓厚的兴趣，对工作富有激情，追求卓越品质，能够适应高强度工作。
                            "
C++,海信,深圳,15-30K,5-10年,本科,"1. 有良好的编程功底，熟练掌握Linux平台下的c/c++编程；
具有以下任意一条经验者优先
2. 熟悉数字电视相关协议，有dvb、atsc等数字电视相关经验者优先；
3. 熟悉浏览器技术，有webkit或者chromium相关经验者优先。
                            "
C++,英飞拓,深圳,8-15K,3-5年,本科,"工作职责：
1) 参与开发大型安防系统软件；
2) 负责服务端模块编码和验证；
3) 对测试等人员进行技术指导；
4) 参与项目需求分析，设计，测试等方案的沟通；
5) 能够适应项目需要，出差现场开发；
6) 参与产品开发中的技术难点攻关。
岗位要求：
1) 计算机或相关专业本科以上学历；
2) 熟软件开发流程,设计模式，有良好的OO编程思想与经验；
3) 熟悉C/C++，网络和多线程技术，熟悉windows、Linux开发环境；
4) 有服务端开发经验,独立负责媒体转发，网络存储经验，关注产品性能，稳定性；
5) 有大型安防系统软件开发者优先；
6) 2年工作经验以上。
                            "
中高级C++程序,深圳冰川网络,深圳,13-25K,3-5年,本科,"任职要求：
1、C++和asp.net基础扎实，代码风格好，有良好的编程思路及习惯。
2、3年以上多人在线网络游戏服务器开发经验优先。
3、数据结构基础扎实。熟悉各种排序,查找算法； 
4、熟悉asp.net和C++编程语言. 了解C++底层实现；
5、熟悉STL,能根据实际开发情况, 使用合适的容器及算法；
6、能在开发过程中, 合理应用设计模式；
岗位现职：
1、负责游戏服务器系统开发
2、负责自己所编写模块的单元测试工作；
3、程序性能的优化；
                            "
C++软件工程师,朗仁科技,深圳,8-13K,经验不限,本科,"岗位职责：
1.能独立完成车系软件开发工作
2.能很好的总结工作经验并提高工作效率
任职要求：
1.本科或以上学历，计算机应用与技术等相关专业。
2.具备良好的的C/C++语言编程能力，尤其C++。
3.学习能力强，工作认真细致，能接受有压力的工作。
4.具备独立思考能力和较强的团队合作意识。
5.有诊断行业从业经验的优先。
6、能熟练使用IDA，OD等反编译工具优先；
员工福利：1、丰厚年终奖+项目奖+月度激励奖+股权；2、入职即购买五险一金；3、每月提供50/人经费，可用于部门内团建活动；4、每周公司组织体育类活动（篮球、乒乓球、羽毛球）；当天提供下午茶（水果或糕点类）；5、员工生日活动、传统佳节贺礼（妇女节/端午节/中秋节）。
                            "
C++工程师,哈哈零兽,深圳,25-40K,5-10年,硕士,"岗位职责：
1. 配合算法研究人员实现计算机视觉算法；
2. SDK接口的设计，文档撰写和编码实现
任职要求：
1. 硕士及以上学历，计算机、电子信息类相关专业；
2. 熟练使用C/C++，3年以上项目开发经验，熟练掌握常见的算法和设计模式；
3. 图像处理、计算机视觉、模式识别、机器学习等领域实际项目经验优先；
4. 熟练使用Linux开发环境，有跨平台开发移植经验优先；
5. 扎实的编码、代码阅读、Debug能力，良好的代码规范和文档编写能力；
6. 熟练掌握多线程程序设计，有性能分析和调优经验
                            "
C++开发,软通动力,深圳,12-20K,3-5年,本科,"1.精通C、C++语言，2年以上相关开发经验；
2.熟悉Python、Tcl、Perl至少其中一种语言；
3.熟悉Visual Studio、QT等开发工具；
4.熟悉Linux开发环境者优先；
5.有IC相关经验者优先；
6.具有良好的沟通能力和团队合作精神，能胜任一定压力下的工作。
                            "
C++,乐易,深圳,15-30K,3-5年,本科,"乐易是一家快乐工作氛围的自研自发海外手游的公司，主要是欧美slg类重度手游。现诚邀优秀的您加入我们高效、活跃的开发中心团队，为公司业务发展保驾护航。
团队资深人士均是腾讯等名企出身，我们建立有导师制度，帮助你快速融合和成长；我们的团队氛围开放活泼，会给到年轻人充分的机会展示自我。该开发团队组织齐全，大概在15人左右。
公司目前在招后台初级、中级、高级。收到简历后，用人部门会与您面试沟通哦~
该岗位可接受语言基础扎实（C/C++、Java、C#任一开发语言）。
你要做什么：
1、自己的游戏功能贯穿于开发过程的每一步，从最初的设计到现场游戏支持；
2、与游戏策划以及其他技术团队密切合作，实现游戏功能。
3、级别更高会负责游戏框架、系统设计，更深层次为游戏的实现做技术支撑。
你的背景是：
1、计算机相关专业，本科及以上学历；
2、精通TCP/IP协议，进程间通讯编程；
3、精通C/C++/java任意一门开发语言；
4、熟悉Unix/Linux下常用架构设计方法；
5、熟悉Unix/Linux操作系统原理、常用工具；
7、具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度；
8、责任心强，良好的沟通和团队协作能力，主动好学有进取心。
加分项：
1、有hadoop或其它分布式计算存储平台经历；
2、有游戏开发经验；
3、有完整的项目经历；
4、Unix/Linux下Server开发经验；
5、熟悉Perl/python，shell等脚本语言。
关于乐易
★极客精神     专注海外精品手机游戏和应用软件的研发、发行和运营，致力于打造一流的产品；
★技术深厚     创始人、CTO（原腾讯部门总监），研发经理及技术骨干均为腾讯技术背景； 
★飞速发展     成立首年盈利，4年每年100%营收增长，已获A轮融资，估值10亿人民币；
★导师制度       一对一的导师，助你快速成长。
关于福利
★一年两次调薪★  ★绩效奖金高达10个月★    
★六险一金★  ★一年两次旅游★    
★7天年假15天带薪事假30天病假★  ★年度体检★                
★高大上办公环境★  ★每月团建★  ★无限量零食水果供应★
                            "
